ticker,avg_price,avg_volume,avg_dollar_volume,tier,round_trip_cost
BBVA,22.222666549682618,1271235.0,28291370.11320432,mid,0.003
BBW,52.63199971516927,581542.2666666667,30251429.981733702,mid,0.003
BBWI,19.245333353678387,7309610.8,140795341.67536697,large,0.001
BBY,74.11142785208565,5028859.071428572,371919888.9980474,large,0.001
BC,71.76266733805339,874762.4,62720541.66482951,mid,0.003
BCAB,0.805073328812917,1015242.0666666667,814426.2161677002,penny,0.03
BCAL,19.69600003560384,251268.2,4966985.986428706,small,0.008
BCAT,14.418666776021322,624383.8,8997706.141933186,small,0.008
BCAX,18.289333216349284,594013.0,10871999.050178528,mid,0.003
BCBP,8.248666699727377,82786.66666666667,685693.0004056295,illiquid,0.02
BCC,75.27866668701172,483291.26666666666,36438933.84825948,mid,0.003
BCD,36.030599975585936,46827.86666666667,1688781.8088704427,small,0.008
BCDA,1.3871428540774755,71995.57142857143,99425.90237075942,penny,0.03
BCDF,30.866571290152415,1450.0,44612.83565248762,illiquid,0.02
BCE,23.310000010899135,2876972.5714285714,67027375.9533468,mid,0.003
BCG,2.3826666673024497,52980.933333333334,129221.03315792084,penny,0.03
BCH,37.8014281136649,211607.57142857142,7979464.313343593,small,0.008
BCHI,30.368856838771276,1285.7142857142858,38955.72775432042,illiquid,0.02
BCI,22.73266665140788,664634.3333333334,15109123.154916763,mid,0.003
BCIC,12.797999954223632,73806.46666666666,942499.6044981002,illiquid,0.02
BCIL,27.757393391927085,3673.0666666666666,101964.04059346516,illiquid,0.02
BCLO,49.705833180745444,3965.9333333333334,196976.302705129,illiquid,0.02
BCML,30.733999506632486,21689.6,677100.4039942423,illiquid,0.02
BCO,116.77928652082171,257064.92857142858,30160181.67774909,mid,0.003
BCOR,27.81850674947103,968.8666666666667,27216.748498408,illiquid,0.02
BCPC,154.45133565266926,221436.8,34336929.853462726,mid,0.003
BCRX,7.491333293914795,4001087.8,30165672.422483634,mid,0.003
BCS,23.63466682434082,5162889.533333333,122332459.7488149,large,0.001
BCSF,14.300666681925456,324015.5333333333,4629951.854204623,small,0.008
BCTX,10.470000012715657,54642.86666666667,606672.8342062632,illiquid,0.02
BCUS,32.19404652913411,4818.933333333333,154924.55875193278,illiquid,0.02
BCV,22.153571265084402,17243.928571428572,382672.1331010546,illiquid,0.02
BCX,10.643333307902019,180092.33333333334,1919993.8598124187,small,0.008
BCYC,7.1993332862854,266326.13333333336,1910973.775766627,small,0.008
BCpC,154.45133565266926,221436.8,34336929.853462726,mid,0.003
BDBT,25.554866790771484,41885.13333333333,1069326.8517739614,small,0.008
BDC,119.5278570992606,252442.07142857142,30352839.031143732,mid,0.003
BDCX,24.807500076293945,1023.4,25365.73409538269,illiquid,0.02
BDCZ,16.965713246663412,1289.2,21922.5949160258,illiquid,0.02
BDGS,34.83299992879232,2504.2,87147.37714894612,illiquid,0.02
BDIV,22.794714382716588,1278.5714285714287,29143.764345986503,illiquid,0.02
BDJ,9.205333391825357,448543.0,4138061.9259939194,small,0.008
BDL,30.096000162760415,807.2666666666667,24376.260755030315,illiquid,0.02
BDMD,1.455999994277954,157266.0,231300.99259320894,penny,0.03
BDN,3.1366666316986085,3609300.3333333335,11201387.660608372,penny,0.03
BDRX,5.372666740417481,3520565.0,23973452.4603041,mid,0.003
BDRY,8.953900146484376,88320.46666666666,791961.3682587942,illiquid,0.02
BDSX,7.895666694641113,65881.13333333333,513426.0813440641,illiquid,0.02
BDTX,2.8793333371480307,1823338.2,5111548.151221847,penny,0.03
BDVG,12.881866645812988,1614.5333333333333,20791.845452245077,illiquid,0.02
BDX,194.81200052897137,1936595.2666666666,378875848.46833396,large,0.001
BE,100.92000020345053,13201747.866666667,1319347432.466802,large,0.001
BEAG,10.631333223978679,49850.066666666666,529610.4431287765,illiquid,0.02
BEAGU,10.910714285714286,1928.5714285714287,21018.57124056135,illiquid,0.02
BEAM,26.446666717529297,1677818.6,44628826.140676245,mid,0.003
BEAT,1.5850666681925456,48617586.46666667,90508799.54488926,penny,0.03
BEDU,2.2066667079925537,10128.916666666666,22550.426061868668,penny,0.03
BEDZ,33.283173370361325,879.8,29924.950557200114,illiquid,0.02
BEEM,1.8240000168482462,187858.8,344343.1503636519,penny,0.03
BEEP,2.8739999771118163,76543.0,221130.11475118002,penny,0.03
BEEX,25.806420008341473,1150.6666666666667,29718.728401184082,illiquid,0.02
BEEZ,33.03080622355143,624.7333333333333,20633.559371185303,illiquid,0.02
BEKE,16.80733324686686,4339909.066666666,73006328.94433849,mid,0.003
BELFA,144.6835708618164,22974.071428571428,3338535.622919355,small,0.008
BELFB,165.92071533203125,139755.7142857143,23218509.331599645,mid,0.003
BELT,33.845360565185544,323.1333333333333,10956.070790863037,illiquid,0.02
BEN,23.222857066563197,3704870.3571428573,86410349.87780094,mid,0.003
BENF,5.432800022761027,272412.26666666666,1553362.2990181604,small,0.008
BENJ,51.73339970906576,7470.733333333334,386508.77014872234,illiquid,0.02
BEP,27.93000005086263,582846.5333333333,16225728.10658493,mid,0.003
BEPC,39.3206667582194,879993.0,34494284.71367264,mid,0.003
BEPH,15.520666694641113,23826.133333333335,369083.87962112424,illiquid,0.02
BEPI,16.219333267211915,12678.666666666666,205465.52102661133,illiquid,0.02
BEPJ,25.210666529337566,6039.933333333333,152219.0453356425,illiquid,0.02
BERZ,2.8793333371480307,1069152.4666666666,3126411.84959294,penny,0.03
BETE,51.155992889404295,6007.066666666667,306654.89775746665,illiquid,0.02
BETH,55.50791982014974,6290.266666666666,349482.81265818275,illiquid,0.02
BETR,44.066000366210936,480533.13333333336,21138810.282952372,mid,0.003
BETZ,21.575866572062175,10700.4,231576.10080718994,illiquid,0.02
BFAM,102.20399983723958,743648.9333333333,75930542.26346537,mid,0.003
BFAP,21.948499815804617,257.14285714285717,5689.0071051461355,illiquid,0.02
BFC,131.72799987792968,57621.73333333333,7578876.637957764,small,0.008
BFH,72.77428490774972,763144.1428571428,55955741.51815142,mid,0.003
BFIN,12.384666760762533,60504.666666666664,752699.5961710612,illiquid,0.02
BFIX,25.342071396963938,1714.2857142857142,43416.663973672046,illiquid,0.02
BFJL,18.63444646199544,767.2666666666667,14387.732880528767,illiquid,0.02
BFK,9.956428459712438,143052.0,1422634.4627565655,small,0.008
BFLY,3.0859999815622965,4928155.533333333,15415976.851469945,penny,0.03
BFOR,82.77733306884765,4693.266666666666,387664.6672907511,illiquid,0.02
BFRE,29.678714207240514,128.57142857142858,3823.500006539481,illiquid,0.02
BFRG,1.0717333237330118,57601.8,61876.74470825195,penny,0.03
BFRI,0.7977000077565511,118889.0,94453.91593001287,penny,0.03
BFRZ,26.801800028483072,33959.666666666664,908670.8813323975,illiquid,0.02
BFS,31.071333185831705,75168.8,2341775.89880778,small,0.008
BFST,27.174666595458984,116465.73333333334,3194785.8493298846,small,0.008
BFZ,10.866666666666667,184443.6,2003855.5891171773,small,0.008
BG,93.53285707746234,1143276.0714285714,106909927.59686062,large,0.001
BGB,11.868000030517578,132089.53333333333,1567834.4966554642,small,0.008
BGC,8.834666697184245,2718259.2,24077294.514522042,mid,0.003
BGDV,27.41240005493164,13492.866666666667,367870.7418024699,illiquid,0.02
BGH,15.131333287556966,67411.8,1019685.6148381551,small,0.008
BGI,1.0578666806221009,39240.666666666664,41182.89964616299,penny,0.03
BGIG,32.43900044759115,28613.066666666666,928647.6901448568,illiquid,0.02
BGL,3.5993333498636884,248638.26666666666,915406.366440773,penny,0.03
BGLC,4.263333384195963,267960.4666666667,1165479.9813545863,penny,0.03
BGM,6.373000081380209,12116.733333333334,81487.36803792318,illiquid,0.02
BGMS,1.5313333511352538,42399.933333333334,66955.31063619455,penny,0.03
BGMSP,3.7192857435771396,2871.4285714285716,10856.785706111363,penny,0.03
BGR,13.752666600545247,85719.4,1178195.0975021997,small,0.008
BGRN,48.024346669514976,21974.266666666666,1055089.0829803466,small,0.008
BGRO,38.20047378540039,195.66666666666666,7531.784653981526,illiquid,0.02
BGS,4.657333342234294,1398764.6666666667,6541222.679952304,penny,0.03
BGSF,4.4353333155314125,48441.933333333334,214693.29590819677,penny,0.03
BGT,11.263333320617676,221446.2,2489967.8481380465,small,0.008
BGX,11.81400006612142,69669.26666666666,823413.3082359314,illiquid,0.02
BGY,5.780000114440918,190534.6,1101791.835230446,small,0.008
BH,316.70933024088544,66929.33333333333,21314079.27347819,mid,0.003
BHAT,1.3359999815622965,81005.2,112433.00301270485,penny,0.03
BHB,31.721428598676408,64303.78571428572,2053220.7320093426,small,0.008
BHC,6.900666745503743,2708991.2,18839230.41781858,mid,0.003
BHE,46.484666442871095,281422.13333333336,13059747.052694703,mid,0.003
BHF,65.39400024414063,755354.8,49390955.68130391,mid,0.003
BHFAL,16.840000025431316,63140.53333333333,1060846.6085281372,small,0.008
BHFAM,11.352666664123536,63065.53333333333,711550.631724294,illiquid,0.02
BHFAN,12.962666702270507,147897.93333333332,1904057.9546484628,small,0.008
BHFAO,16.1306666692098,91722.66666666667,1473938.2928784688,small,0.008
BHFAP,15.695333353678386,99742.93333333333,1561370.50383962,small,0.008
BHK,9.528000005086263,393271.06666666665,3744516.2404347737,small,0.008
BHM,8.98466682434082,3826.9333333333334,33511.904488372806,illiquid,0.02
BHP,58.34571347917829,2848813.5714285714,166700629.74729538,large,0.001
BHR,2.6926666736602782,729272.8666666667,1945622.6274322034,penny,0.03
BHRB,67.75533294677734,72644.06666666667,4963424.382484436,small,0.008
BHST,5.904333337148031,71130.53333333334,407077.2509420395,illiquid,0.02
BHV,10.952142919812884,5672.142857142857,61932.158100264416,illiquid,0.02
BHVN,10.357333183288574,2865919.066666667,29588579.532285437,mid,0.003
BIAF,1.5173333326975504,72092.8,109504.81666790645,penny,0.03
BIB,80.08534037272135,14382.933333333332,1147406.8949930826,small,0.008
BIBL,45.454000091552736,27127.2,1236326.083339437,small,0.008
BIDD,28.469800186157226,45234.8,1286495.4903165181,small,0.008
BIDU,121.91799977620443,2546683.533333333,313751516.7656682,large,0.001
BIGY,52.88023325602214,11569.133333333333,612834.1983640034,illiquid,0.02
BIIB,176.917333984375,1903783.4666666666,334730399.11767983,large,0.001
BIL,91.53666636149089,8395348.2,768428792.0971898,large,0.001
BILD,28.24551340738932,647.1333333333333,18194.674248631796,illiquid,0.02
BILI,25.319333521525063,1410158.1333333333,35536732.31520437,mid,0.003
BILL,53.29066619873047,2174812.2666666666,116480608.313797,large,0.001
BILS,99.30666707356771,333665.6,33132941.69707031,mid,0.003
BILZ,100.86466573079427,238422.86666666667,24043302.41947123,mid,0.003
BINC,52.98733317057292,1931730.8,102339354.54955648,large,0.001
BINT,28.141286595662436,23631.2,664744.427420044,illiquid,0.02
BIO,312.5179972330729,156650.73333333334,48948295.677962236,mid,0.003
BIOA,11.339333407084148,486284.4666666667,5721237.781286685,small,0.008
BIOX,1.5653333425521851,383298.86666666664,595439.4255502621,penny,0.03
BIP,35.160666402180986,798919.3333333334,27969826.061083477,mid,0.003
BIPC,46.04333343505859,584558.7333333333,26936495.171240743,mid,0.003
BIPH,16.962666702270507,11440.533333333333,194006.94126027424,illiquid,0.02
BIPI,17.19993324279785,18191.533333333333,311818.584171168,illiquid,0.02
BIPJ,25.195333353678386,9662.666666666666,243579.53245035806,illiquid,0.02
BIRD,4.7046666463216145,86244.33333333333,395288.25955406827,penny,0.03
BIRK,44.14999974568685,2747036.2666666666,120179145.12860006,large,0.001
BIS,9.584219932556152,14495.133333333333,138465.30880864462,illiquid,0.02
BIT,13.193999862670898,285173.73333333334,3761203.244102351,small,0.008
BITB,48.707333374023435,2701680.466666667,130751029.19184825,large,0.001
BITC,39.65470021565755,7021.466666666666,280012.27690378827,illiquid,0.02
BITF,2.871999994913737,56840086.8,167223354.22579193,penny,0.03
BITI,22.737333424886067,3053677.933333333,69697937.63783278,mid,0.003
BITO,13.290666643778483,41695891.733333334,550297548.5302162,large,0.001
BITQ,22.33799997965495,168949.53333333333,3747668.309025192,small,0.008
BITS,82.59514719645182,4525.133333333333,370109.848181661,illiquid,0.02
BITU,29.684666951497395,4288639.266666667,125639791.6843881,large,0.001
BITW,60.52726618448893,111814.26666666666,6752446.7065953575,small,0.008
BIV,78.08866729736329,1815776.1333333333,141773908.40744528,large,0.001
BIVI,1.5130000114440918,55111.6,84018.42063878378,penny,0.03
BIYA,0.24291999836762745,2924315.6666666665,843495.880747964,penny,0.03
BIZD,14.774666595458985,2323544.2666666666,34359498.916862994,mid,0.003
BJ,91.72266794840495,2087153.2,191754260.3825012,large,0.001
BJDX,1.1088133295377096,144277.0,166330.1243710319,penny,0.03
BJK,42.07100016276042,1137.1333333333334,47973.46618932088,illiquid,0.02
BJRI,38.71214267185756,439656.5,17059920.40417562,mid,0.003
BK,114.72199859619141,3323850.8666666667,382800359.4062144,large,0.001
BKAG,42.440999857584636,105467.8,4474741.861245473,small,0.008
BKCG,36.10477981567383,2238.866666666667,80765.4803276062,illiquid,0.02
BKCH,75.69960021972656,81882.2,6186870.088963318,small,0.008
BKCI,51.63066660563151,6759.266666666666,349009.1435162862,illiquid,0.02
BKD,10.631999969482422,2789970.8666666667,29567787.09757983,mid,0.003
BKDV,28.9103333791097,321659.93333333335,9301785.624657312,small,0.008
BKE,56.686666615804036,504926.86666666664,28634064.9853302,mid,0.003
BKEM,73.78926035563151,2159.4666666666667,159220.94892171223,illiquid,0.02
BKF,44.18933359781901,17327.666666666668,754724.685248057,illiquid,0.02
BKH,71.08857127598354,1077382.9285714286,76568626.64411981,mid,0.003
BKHA,11.257142748151507,392.85714285714283,4453.214270727975,illiquid,0.02
BKHAU,11.99714285986764,8.857142857142858,105.93142890930176,illiquid,0.02
BKHY,48.2906000773112,79282.86666666667,3830941.9966601054,small,0.008
BKIE,91.79813283284506,68621.46666666666,6310619.520502727,small,0.008
BKKT,12.852666791280111,1217930.8666666667,15720301.320619138,mid,0.003
BKLC,130.8586669921875,93718.26666666666,12260227.400402833,mid,0.003
BKLN,20.96999994913737,8617429.733333332,180623355.6149048,large,0.001
BKMC,109.96499989827474,10532.533333333333,1157318.4101318358,small,0.008
BKN,11.211428574153356,86033.28571428571,963845.1758805683,illiquid,0.02
BKNG,5201.71806640625,267767.06666666665,1396464142.5110025,large,0.001
BKR,47.95000025431315,7120177.0,339151032.1315816,large,0.001
BKSE,114.11900024414062,1277.0666666666666,145478.92107137045,illiquid,0.02
BKSY,17.99866663614909,1110353.6,20150715.217405193,mid,0.003
BKT,11.027857031141009,231377.5,2543369.1780659133,small,0.008
BKTI,69.53714316231864,37223.57142857143,2610474.8489216394,small,0.008
BKU,45.07000045776367,889935.4666666667,40203317.17284851,mid,0.003
BKUI,49.8240000406901,13320.866666666667,663610.3948760986,illiquid,0.02
BKV,27.729333241780598,1207560.5333333334,33264997.496502176,mid,0.003
BKYI,0.716866668065389,291139.93333333335,208601.76397473813,penny,0.03
BL,57.836666870117185,509072.73333333334,29448637.199985504,mid,0.003
BLBD,51.07266642252604,387853.8,19786390.103737388,mid,0.003
BLBX,8.276666609446208,174264.73333333334,1548213.9374847412,small,0.008
BLCN,25.103159968058268,8549.133333333333,216026.4439889272,illiquid,0.02
BLCO,16.817332967122397,369652.0,6249413.334218343,small,0.008
BLCR,41.751513671875,109996.26666666666,4598431.10742391,small,0.008
BLCV,37.17639999389648,59897.933333333334,2234224.1016894025,small,0.008
BLD,436.9673319498698,296198.3333333333,129125257.6506551,large,0.001
BLDP,2.731333351135254,3706736.2,10101042.750542322,penny,0.03
BLDR,108.68933512369792,1758337.0666666667,190889806.88171387,large,0.001
BLE,10.39357144492013,138400.85714285713,1437871.0560430798,small,0.008
BLES,43.176473490397136,7310.666666666667,315824.8285725911,illiquid,0.02
BLFS,25.16200002034505,288719.73333333334,7259977.708609009,small,0.008
BLFY,12.192666753133137,226818.46666666667,2791957.970155716,small,0.008
BLGR,29.23400026957194,18774.6,549097.6052078247,illiquid,0.02
BLIN,1.0246666550636292,97780.93333333333,101728.44626549086,penny,0.03
BLIV,3.4579333782196047,641.8666666666667,2216.0067010243733,penny,0.03
BLK,1068.020717075893,592884.2857142857,634909277.1575056,large,0.001
BLKB,61.64200007120768,348734.26666666666,21501802.868604533,mid,0.003
BLMN,6.9399999936421715,2011465.4666666666,13948666.586760903,mid,0.003
BLND,3.1593333085378013,2826289.0,8974271.753865084,penny,0.03
BLNE,2.0206666707992555,709003.9333333333,1438118.423733886,penny,0.03
BLNK,1.0477999965349833,8185799.866666666,7602920.071707606,penny,0.03
BLOK,61.065999857584636,258092.4,15726198.532991536,mid,0.003
BLOX,19.21933339436849,434198.86666666664,8327875.078935623,small,0.008
BLRX,3.228000005086263,23444.133333333335,75743.50106684367,penny,0.03
BLST,25.33173344930013,12573.933333333332,318415.38927052816,illiquid,0.02
BLTD,25.696600341796874,15152.2,388791.9053606669,illiquid,0.02
BLTE,148.890668741862,325406.6666666667,49006208.72080485,mid,0.003
BLUC,28.649799982706707,23030.4,660273.576878357,illiquid,0.02
BLUI,25.42409350077311,7064.266666666666,179476.72243041993,illiquid,0.02
BLUWU,10.673571450369698,34650.0,371042.50112942286,illiquid,0.02
BLUX,28.231133270263673,34752.4,980295.1816057841,illiquid,0.02
BLV,70.1153330485026,674324.8666666667,47305014.89796702,mid,0.003
BLW,13.782857077462333,110057.78571428571,1516256.698271479,small,0.008
BLX,44.82066701253255,144437.2,6477918.690163167,small,0.008
BLZE,4.758666642506918,859067.5333333333,4059554.751920287,penny,0.03
BMA,87.15533396402995,323758.2,28187112.1800471,mid,0.003
BMAX,23.82286656697591,2512.866666666667,59544.39178924561,illiquid,0.02
BMBL,3.619333346684774,2858692.6666666665,10320120.39255921,penny,0.03
BMDL,25.308533223470054,140.93333333333334,3567.0726664225263,illiquid,0.02
BME,40.64099985758464,40315.53333333333,1638029.3627342223,small,0.008
BMEA,1.2724666754404703,1733595.7333333334,2241249.1667028745,penny,0.03
BMED,30.349733098347983,3456.866666666667,104813.42082862854,illiquid,0.02
BMEZ,15.270666567484538,257481.06666666668,3928580.2245689393,small,0.008
BMGL,0.9246666709582011,178759.0,159334.97810681662,penny,0.03
BMHL,3.4983999729156494,3748.2,13314.896515480677,penny,0.03
BMI,179.45066528320314,225390.06666666668,40513557.768967696,mid,0.003
BMN,25.263000106811525,12571.933333333332,318999.00086110434,illiquid,0.02
BMNR,33.78600018819173,52502658.46666667,1765611319.8699462,large,0.001
BMO,128.3106679280599,768391.0666666667,98738492.02994385,mid,0.003
BMR,2.226533357302348,87374.73333333334,194806.7554542621,penny,0.03
BMRA,2.4126666227976483,19290.066666666666,47214.92260478337,penny,0.03
BMRC,27.312000147501628,89743.73333333334,2461703.0923843384,small,0.008
BMRN,53.40400034586589,2043414.9333333333,109049721.38199972,large,0.001
BMVP,49.21533330281576,2185.0,107501.83338801067,illiquid,0.02
BMY,51.615333557128906,15388882.666666666,797910346.4744568,large,0.001
BN,46.13666712443034,4012763.3333333335,185072810.89590707,large,0.001
BNAI,2.7266666412353517,205681.86666666667,514451.4993806521,penny,0.03
BNBX,2.759666665395101,35754.2,100670.58756395975,penny,0.03
BNC,6.909333292643229,698927.2,4851982.769271469,small,0.008
BND,74.24800008138021,7893235.0,585955544.0474573,large,0.001
BNDC,22.450266901652018,11100.0,249223.89570871988,illiquid,0.02
BNDD,97.55478057861328,519.6666666666666,50554.6661529541,illiquid,0.02
BNDI,47.69599990844726,16273.466666666667,776043.5745427449,illiquid,0.02
BNDS,50.5069465637207,13780.866666666667,695938.1311365763,illiquid,0.02
BNDW,69.47266642252605,127127.06666666667,8825597.414054362,small,0.008
BNDX,49.25733337402344,3418838.066666667,168313111.9925209,large,0.001
BNED,8.954666709899902,292332.13333333336,2605910.4587857565,small,0.008
BNGE,37.968292999267575,853.8666666666667,32363.534802246093,illiquid,0.02
BNGO,1.6559999942779542,197308.53333333333,328634.50000632607,penny,0.03
BNH,16.326000213623047,18809.466666666667,306983.95567220054,illiquid,0.02
BNJ,15.266333389282227,14832.066666666668,226283.9414100011,illiquid,0.02
BNKD,11.270373407999674,736.5333333333333,8036.097231547038,illiquid,0.02
BNKK,5.181999985376994,351443.4,1698760.35115935,small,0.008
BNKU,31.356266657511394,11254.2,358517.21428934735,illiquid,0.02
BNL,17.5233336130778,1913148.6,33520814.55692978,mid,0.003
BNO,28.565333302815755,448335.6,12745053.58254013,mid,0.003
BNR,18.92333329518636,70358.0,1333422.1286150615,small,0.008
BNRG,0.9811999877293904,85166.86666666667,75774.38261550268,penny,0.03
BNS,71.40499986921039,1936918.2857142857,138259201.73405892,large,0.001
BNT,46.12666676839193,21265.6,980341.4750630696,illiquid,0.02
BNTC,12.479999923706055,277953.06666666665,3444318.688381195,small,0.008
BNTX,95.62699991861979,1444412.2,138315533.82478586,large,0.001
BNY,10.203571319580078,82183.14285714286,838048.8302331652,illiquid,0.02
BNZI,1.2396666765213014,396372.93333333335,484870.3114607652,penny,0.03
BOAT,32.50114008585612,9241.666666666666,301171.65973027545,illiquid,0.02
BOBP,26.851333236694337,949.0,25470.274397532146,illiquid,0.02
BOC,13.291333325703938,189447.66666666666,2518893.006589254,small,0.008
BODI,10.852333386739096,87184.0,949482.4509302775,illiquid,0.02
BOE,11.663999875386557,166374.73333333334,1940597.860356013,small,0.008
BOED,19.473966852823892,8508.933333333332,163723.44953486125,illiquid,0.02
BOEG,13.191493288675945,47246.53333333333,631305.0014161428,illiquid,0.02
BOEU,33.66163330078125,42439.46666666667,1440354.4958028158,small,0.008
BOF,3.265333318710327,64713.13333333333,216525.96658401488,penny,0.03
BOH,67.95357131958008,373200.0,25447251.441192627,mid,0.003
BOIL,32.919333394368486,9511246.266666668,313972034.74851,large,0.001
BOKF,117.18733367919921,254745.8,29965409.495369975,mid,0.003
BOLD,1.152666656176249,190141.86666666667,222046.23641408284,penny,0.03
BOLT,5.387600008646647,67768.46666666666,366076.18767461774,illiquid,0.02
BON,1.8023999849955241,37242.8,67952.10227530797,penny,0.03
BOND,93.2586654663086,456401.6,42542597.678411864,mid,0.003
BOOM,6.358666674296061,162790.53333333333,1038309.8428681056,small,0.008
BOOT,199.15399983723958,454086.73333333334,90580573.58562927,mid,0.003
BORR,3.8700000286102294,6410328.866666666,25256730.548039325,penny,0.03
BOSC,4.467142854418073,103848.07142857143,471206.3220798629,penny,0.03
BOTJ,18.09533348083496,3060.5333333333333,55553.573950195314,illiquid,0.02
BOTT,39.7898666381836,6804.133333333333,270057.8253753662,illiquid,0.02
BOTZ,36.07533340454101,669962.2666666667,24230737.09907735,mid,0.003
BOUT,36.73210652669271,1205.4,44077.47582931518,illiquid,0.02
BOW,27.104666646321615,182433.66666666666,4940734.707220714,small,0.008
BOX,30.536666742960612,2523557.7333333334,77666829.19474487,mid,0.003
BOXL,0.8200200041135152,129456.26666666666,104894.19526413282,penny,0.03
BP,35.603999837239584,7218816.133333334,255082629.508696,large,0.001
BPAY,28.98953323364258,3679.133333333333,103884.66300430297,illiquid,0.02
BPH,56.380532836914064,317.8,17522.000515238444,illiquid,0.02
BPI,31.277006912231446,1334.3333333333333,42035.03617413839,illiquid,0.02
BPOP,118.7557144165039,643815.3571428572,76930068.54830606,mid,0.003
BPOPM,25.084666570027668,7446.6,186914.043184789,illiquid,0.02
BPRN,34.80933329264323,10409.066666666668,365928.722958374,illiquid,0.02
BPYPM,15.480253346761067,35034.4,540818.5583231609,illiquid,0.02
BPYPN,13.420399920145671,7953.066666666667,106630.95314102173,illiquid,0.02
BPYPO,14.457666651407878,17473.533333333333,252902.24250431062,illiquid,0.02
BPYPP,14.710000038146973,27928.6,409279.5540219625,illiquid,0.02
BQ,2.2226666609446206,2811770.2666666666,7418200.516967742,penny,0.03
BR,228.60066833496094,662148.4666666667,151385692.7353424,large,0.001
BRAG,2.2130000432332357,15533.533333333333,34569.00919971466,penny,0.03
BRAZ,28.224826685587566,1095.8,31042.08829421997,illiquid,0.02
BRBR,31.19399973551432,3289946.6,102843839.48071124,large,0.001
BRBS,4.45,326791.93333333335,1455047.949648571,penny,0.03
BRC,79.28466542561848,217044.8,17261563.211466473,mid,0.003
BRCC,1.2460000038146972,449821.4,560572.3236254692,penny,0.03
BRF,17.195873514811197,4172.666666666667,72080.47973632812,illiquid,0.02
BRFH,3.249333318074544,6257.6,19795.9999429067,penny,0.03
BRHY,51.48373311360677,9602.266666666666,494200.0630966186,illiquid,0.02
BRIA,1.7383333206176759,8796.6,15163.32269478639,penny,0.03
BRID,7.956071410860334,2601.285714285714,20431.780784743172,illiquid,0.02
BRIF,30.2687863667806,11868.333333333334,359513.58664194745,illiquid,0.02
BRKC,45.60754674275716,6525.133333333333,299208.65057551063,illiquid,0.02
BRKD,23.1685733795166,1109.6,25710.920402526855,illiquid,0.02
BRKR,46.513999938964844,2010556.9333333333,93796088.03394419,mid,0.003
BRKU,25.18373311360677,327441.8,8178042.231876119,small,0.008
BRLS,1.872380002339681,4880.666666666667,9143.733107805252,penny,0.03
BRLT,1.856000018119812,51116.4,94772.50644550324,penny,0.03
BRN,1.109333332379659,61724.13333333333,69424.91426696777,penny,0.03
BRNS,0.7244266748428345,73194.26666666666,52408.899429575606,penny,0.03
BRNY,49.9499267578125,13864.0,694150.37206014,illiquid,0.02
BRO,79.92200113932292,2251953.2,180032251.17598775,large,0.001
BROS,60.55199991861979,2673006.8666666667,162684223.03125712,large,0.001
BRR,4.471999947230021,2111777.933333333,9218280.172828626,penny,0.03
BRRR,25.315066401163737,262751.5333333333,6600182.411979803,small,0.008
BRRWW,0.680840003490448,209194.4,147286.91987044018,penny,0.03
BRSL,15.520000049046107,1613587.7142857143,25006110.745916367,mid,0.003
BRSP,5.813333257039388,766509.4,4464962.569697794,small,0.008
BRT,14.797333272298177,56402.53333333333,838003.373158137,illiquid,0.02
BRTR,50.917066192626955,280324.6666666667,14261520.280471802,mid,0.003
BRTX,1.092580008506775,34001.13333333333,37462.2132163763,penny,0.03
BRW,7.147333367665609,283933.3333333333,2018791.6218217213,small,0.008
BRX,25.550000127156576,3065379.0,78130125.5468909,mid,0.003
BRY,3.373571481023516,632521.4285714285,2117334.594818524,penny,0.03
BRZE,31.880666478474936,2806324.8666666667,92893085.19519195,mid,0.003
BRZU,82.77466634114583,48054.6,3926512.121389262,small,0.008
BSAAU,10.247499942779541,4371.428571428572,44333.28508649553,illiquid,0.02
BSAC,30.23214272090367,296897.0,8971317.141929898,small,0.008
BSBK,8.255666669209798,7245.0,59424.62608973185,illiquid,0.02
BSBR,6.112666670481364,601115.4666666667,3660756.406286494,small,0.008
BSCQ,19.58499984741211,791610.5333333333,15506786.435166677,mid,0.003
BSCR,19.734999720255534,975455.1333333333,19250634.316138968,mid,0.003
BSCS,20.58933334350586,727538.0666666667,14982007.126729839,mid,0.003
BSCT,18.833333333333332,580081.7333333333,10928480.019073486,mid,0.003
BSCU,16.926666895548504,1196722.1333333333,20262832.80388133,mid,0.003
BSCV,16.700666681925455,588797.1333333333,9838644.62524007,small,0.008
BSCW,20.89766642252604,398105.4666666667,8315970.352692667,small,0.008
BSCX,21.48933334350586,261947.66666666666,5631983.658153534,small,0.008
BSCY,21.055999755859375,234991.73333333334,4949142.688168843,small,0.008
BSCZ,20.84400011698405,90955.33333333333,1892834.9938786824,small,0.008
BSET,16.203999964396157,23884.466666666667,389954.4722373962,illiquid,0.02
BSJQ,23.38666648864746,265533.4666666667,6211175.378398895,small,0.008
BSJR,22.605933507283527,203823.86666666667,4607593.495588684,small,0.008
BSJS,22.011000188191733,209943.4,4621034.700868734,small,0.008
BSJT,21.50900001525879,140930.26666666666,3032313.939881643,small,0.008
BSJU,26.09553337097168,88759.13333333333,2316490.5930983224,small,0.008
BSJV,26.656226857503256,22313.666666666668,594764.0074564615,illiquid,0.02
BSJW,25.822266896565754,6132.466666666666,158441.0968597412,illiquid,0.02
